,Sr. No,Symbol,Name of the company,Last Price,Previous Close,Open,Day High,Day Low,Close Price
471,472,    GUJSIDHCEM,Gujarat Sidhee Cements Limited,0,0,0,0,0,0
472,473,    GUJSTATFIN,Gujarat State Financial Corporation,0,0,0,0,0,0
473,474,    GULFOILCOR,Gulf Oil Corporation Limited,0,0,0,0,0,0
474,475,    GVKPIL,GVK Power & Infrastructure Limited,0,0,0,0,0,0
475,476,HALONIX,Halonix Limited,0,0,0,0,0,0
476,477,HANUNG,Hanung Toys and Textiles Limited,2.15,2.25,2.25,2.25,2.15,2.15
477,478,HARITASEAT,Harita Seating Systems Limited,950.00,945.90,953.65,962.50,941.35,950.65
478,479,HARRMALAYA,Harrisons Malayalam Limited,98.00,98.55,99.30,101.00,97.10,98.60
479,480,HATHWAY,Hathway Cable & Datacom Limited,30.65,28.00,28.20,30.90,28.05,30.40
480,481,HAVELLS,Havells India Limited,544.00,534.50,536.05,544.40,533.25,542.55
481,482,HBLPOWER,HBL Power Systems Limited,44.50,43.50,43.55,45.35,43.05,44.70
482,483,HBSTOCK,HB Stockholdings Limited,0,0,0,0,0,0
483,484,HCC,Hindustan Construction Company    Limited,15.45,15.20,15.20,15.55,14.90,15.40
484,485,HCIL,Himadri Chemicals and Industries    Limited,0,0,0,0,0,0
485,486,HCL-INSYS,HCL Infosystems Limited,44.40,43.70,44.00,45.30,43.65,44.35
486,487,HCLTECH,HCL Technologies Limited,916.00,911.70,917.90,923.85,912.00,916.00
487,488,HDFC,Housing Development Finance    Corporation Limited,"1,817.95","1,806.10","1,808.20","1,828.65","1,796.05","1,819.75"
488,489,HDFCBANK,HDFC Bank Limited,"2,008.00","1,986.00","1,990.00","2,016.00","1,989.90","2,008.70"
489,490,HDIL,Housing Development and    Infrastructure Limited,26.85,26.60,26.40,27.25,26.25,26.85
490,491,HEG,HEG Limited,"3,383.00","3,362.30","3,363.45","3,419.00","3,305.10","3,387.55"
491,492,HEIDELBERG,HeidelbergCement India Limited,145.05,147.90,149.00,150.15,143.55,145.00
492,493,HELIOSMATH,Helios And Matheson Information    Technology Limited,0,0,0,0,0,0
493,494,HERCULES,Hercules Hoists Limited,128.70,127.85,129.35,129.95,128.00,128.45
494,495,HERITGFOOD,Heritage Foods (India) Limited,696.10,682.25,682.25,708.35,651.00,693.85
495,496,HEROHONDA,Hero Honda Motors Limited,0,0,0,0,0,0
496,497,HEXAWARE,Hexaware Technologies Limited,443.50,432.85,433.90,449.50,433.90,443.80
497,498,HFCL,Himachal Futuristic Communications    Limited,25.90,25.80,25.80,26.10,25.55,25.80
498,499,HGSL,Hinduja Global Solutions Limited,0,0,0,0,0,0
499,500,HIKAL,Hikal Limited,230.05,230.55,230.60,233.85,227.70,230.25
500,501,HILTON,Hilton Metal Forging Limited,31.00,31.55,31.00,32.15,30.05,31.00
501,502,HIMATSEIDE,Himatsingka Seide Limited,360.55,350.85,351.95,368.90,351.35,362.05
502,503,HINDALCO,Hindalco Industries Limited,245.10,234.10,235.00,247.25,234.55,245.50
503,504,HINDCOMPOS,Hindustan Composites Limited,418.00,399.20,397.05,429.80,397.05,418.75
504,505,HINDCOPPER,Hindustan Copper Limited,71.80,70.30,70.70,71.85,70.60,71.15
505,506,HINDDORROL,Hindustan Dorr-Oliver Limited,2.20,2.10,2.20,2.20,2.00,2.20
506,507,HINDMOTORS,Hindustan Motors Limited,6.90,6.80,6.90,7.00,6.75,6.95
507,508,HINDNATGLS,Hindusthan National Glass &    Industries Limited,89.00,90.00,91.45,93.95,86.00,87.05
508,509,HINDOILEXP,Hindustan Oil Exploration Company    Limited,127.95,130.50,129.80,131.95,123.00,128.50
509,510,HINDPETRO,Hindustan Petroleum Corporation    Limited,296.50,283.25,285.00,297.40,278.85,295.20
510,511,HINDSYNTEX,Hind Syntex Limited,5.70,5.45,5.40,5.70,5.20,5.70
511,512,HINDUJAFO,Hinduja Foundries Limited,0,0,0,0,0,0
512,513,HINDUJAVEN,Hinduja Ventures Limited,718.50,724.60,723.95,736.00,717.75,722.10
513,514,HINDUNILVR,Hindustan Unilever Limited,"1,581.00","1,561.10","1,566.00","1,591.25","1,557.30","1,575.75"
514,515,HINDZINC,Hindustan Zinc Limited,289.95,283.30,284.45,293.55,283.00,290.60
515,516,HIRECT,Hind Rectifiers Limited,129.50,128.95,128.05,131.80,125.00,128.45
516,517,HITACHIHOM,Hitachi Home and Life Solutions    (India) Limited,0,0,0,0,0,0
517,518,HITECHGEAR,Hi-Tech Gears Limited,457.00,438.90,437.50,457.55,437.50,455.60
518,519,HITECHPLAS,Hitech Plast Limited,0,0,0,0,0,0
519,520,HMT,HMT Limited,26.00,26.05,25.25,27.00,25.20,26.00
520,521,HMVL,Hindustan Media Ventures Limited,215.00,215.45,216.75,217.00,214.05,215.00
521,522,HOCL,Hindustan Organic Chemicals Limited,0,0,0,0,0,0
522,523,HONAUT,Honeywell Automation India Limited,"18,500.00","18,316.55","18,122.60","18,500.00","18,105.20","18,479.05"
523,524,HONDAPOWER,Honda Siel Power Products Limited,"1,355.00","1,383.25","1,325.00","1,358.00","1,315.00","1,351.65"
524,525,HOPFL,House of Pearl Fashions Limited,0,0,0,0,0,0
525,526,HORIZONINF,Horizon Infrastructure Limited,0,0,0,0,0,0
526,527,HOTELEELA,Hotel Leela Venture Limited,16.95,16.70,16.85,17.15,16.70,16.90
527,528,HOTELRUGBY,Hotel Rugby Limited,2.85,2.85,2.85,2.85,2.85,2.85
528,529,HOVS,HOV Services Limited,189.60,188.70,190.00,192.00,187.00,190.45
529,530,HSIL,HSIL Limited,344.00,358.75,358.75,363.50,335.20,341.55
530,531,HTMEDIA,HT Media Limited,79.95,77.20,77.50,80.50,77.10,79.95
531,532,HYDRBADIND,Hyderabad Industries Limited,0,0,0,0,0,0
532,533,IBN18,ibn18 Broadcast Limited,0,0,0,0,0,0
533,534,IBPOW,Indiabulls Power Limited,0,0,0,0,0,0
534,535,IBREALEST,Indiabulls Real Estate Limited,188.90,185.25,186.00,191.30,186.00,189.15
535,536,IBSEC,Indiabulls Securities Limited,0,0,0,0,0,0
536,537,ICICIBANK,ICICI Bank Limited,296.20,297.70,298.40,300.95,294.60,295.65
537,538,ICIL,Indo Count Industries Limited,74.40,75.40,76.00,77.00,74.00,74.60
538,539,ICRA,ICRA Limited,"3,360.45","3,390.50","3,385.00","3,434.95","3,360.20","3,378.25"
539,540,ICSA,ICSA (India) Limited,2.15,2.10,2.10,2.20,2.00,2.20
540,541,IDBI,IDBI Bank Limited,65.50,67.10,67.60,68.10,63.85,65.00
541,542,IDEA,Idea Cellular Limited,59.70,56.90,57.85,61.25,57.00,59.75
542,543,IDFC,Infrastructure Development Finance    Company Limited,51.40,49.60,49.75,51.40,49.50,51.20
543,544,IFBAGRO,IFB Agro Industries Limited,622.15,617.35,630.00,638.70,620.00,622.85
544,545,IFBIND,IFB Industries Limited,"1,307.10","1,274.60","1,279.15","1,325.00","1,279.15","1,317.70"
545,546,IFCI,IFCI Limited,18.85,16.85,16.85,19.75,16.70,18.90
546,547,IFGLREFRAC,IFGL Refractories Limited,0,0,0,0,0,0
547,548,IGARASHI,Igarashi Motors India Limited,780.00,804.40,802.65,806.00,776.25,783.50
548,549,IGL,Indraprastha Gas Limited,257.00,252.95,255.00,259.00,252.10,257.50
549,550,IGPL,IG Petrochemicals Limited,613.05,595.80,598.00,614.95,595.60,612.20
550,551,IITL,Industrial Investment Trust Limited,105.80,101.00,106.00,106.00,101.10,105.80
551,552,IL&FSENGG,IL&FS Engineering and Construction    Company Limited,0,0,0,0,0,0
552,553,IL&FSTRANS,IL&FS Transportation Networks Limited,0,0,0,0,0,0
553,554,IMFA,Indian Metals & Ferro Alloys Limited,347.50,349.45,345.05,350.90,342.05,347.90
554,555,IMPAL,India Motor Parts and Accessories    Limited,982.00,981.10,991.25,"1,000.00",982.00,987.60
555,556,IMPEXFERRO,Impex Ferro Tech Limited,0.60,0.55,0.55,0.60,0.50,0.60
556,557,INDBANK ,Indbank Merchant Banking Services    Limited,0,0,0,0,0,0
557,558,INDHOTEL,The Indian Hotels Company Limited,135.80,136.65,137.00,139.70,135.20,136.65
558,559,INDIABULLS,Indiabulls Financial Services Limited,0,0,0,0,0,0
559,560,INDIACEM,The India Cements Limited,130.80,124.45,123.05,133.85,123.05,130.15
560,561,INDIAGLYCO,India Glycols Limited,510.00,511.45,512.95,521.90,503.30,509.65
561,562,INDIAINFO,India Infoline Limited,0,0,0,0,0,0
562,563,INDIANB,Indian Bank,319.00,307.05,307.40,320.00,307.00,316.75
563,564,INDIANCARD,Indian Card Clothing Company Limited,155.00,153.65,150.00,158.70,149.00,155.00
564,565,INDIANHUME,Indian Hume Pipe Company Limited,289.00,280.75,281.20,289.90,281.20,288.85
565,566,INDLMETER,IMP Powers Limited,92.30,92.30,92.55,93.90,91.60,92.30
566,567,INDNIPPON,India Nippon Electricals Limited,527.00,523.05,525.00,536.85,524.00,527.45
567,568,INDOASIFU,Indo Asian Fusegear Limited,0,0,0,0,0,0
568,569,INDOCO,Indoco Remedies Limited,181.10,181.65,181.65,181.85,180.00,181.35
569,570,INDORAMA,Indo Rama Synthetics (India) Limited,27.25,26.65,26.30,27.50,26.30,27.35
570,571,INDOSOLAR,Indosolar Limited,5.80,6.10,6.10,6.30,5.80,5.80
571,572,INDOTECH,Indo Tech Transformers Limited,173.00,174.85,172.00,175.40,167.25,172.10
572,573,INDOWIND,Indowind Energy Limited,6.00,5.90,5.95,6.05,5.80,5.95
573,574,INDRAMEDCO,Indraprastha Medical Corporation    Limited,45.95,45.75,45.10,46.30,45.10,45.75
574,575,INDSWFTLAB,Ind-Swift Laboratories Limited,77.90,77.05,79.00,79.00,76.20,77.20
575,576,INDSWFTLTD,Ind-Swift Limited,8.50,8.10,8.10,8.50,8.05,8.50
576,577,INDUSFILA,Indus Fila Limited,0,0,0,0,0,0
577,578,INDUSINDBK,IndusInd Bank Limited,"1,914.00","1,870.70","1,874.00","1,919.25","1,858.70","1,914.95"
578,579,INEABS,INEOS ABS (India) Limited,0,0,0,0,0,0
579,580,INFINITE,Infinite Computer Solutions (India) Limited,451.50,450.95,460.10,460.10,446.00,450.00
580,581,INFOMEDIA,Infomedia 18 Limited,0,0,0,0,0,0
581,582,INFY,Infosys Limited,"1,229.55","1,221.00","1,230.10","1,248.65","1,220.80","1,228.30"
582,583,INFOTECENT,Infotech Enterprises Limited,0,0,0,0,0,0
583,584,INGERRAND,Ingersoll Rand (India) Limited,612.95,626.25,630.00,630.00,610.00,612.75
584,585,INGVYSYABK,ING Vysya Bank Limited,0,0,0,0,0,0
585,586,INNOIND,Innoventive Industries Limited,0,0,0,0,0,0
586,587,INOXLEISUR,INOX Leisure Limited,255.25,255.10,257.00,257.80,254.00,255.25
587,588,INSECTICID,Insecticides (India) Limited,757.05,760.65,764.40,772.00,756.50,766.35
588,589,IOB,Indian Overseas Bank,16.00,15.80,15.80,16.20,15.80,16.00
589,590,IOC,Indian Oil Corporation Limited,164.25,155.90,156.60,164.50,156.60,163.45
590,591,IOLCP,IOL Chemicals and Pharmaceuticals Limited,93.00,92.90,93.95,94.20,92.30,93.00
591,592,IOLN,IOL Netcom Limited,0,0,0,0,0,0
592,593,IPCALAB,IPCA Laboratories Limited,673.50,662.90,662.30,673.50,662.30,670.30
593,594,IRB,IRB Infrastructure Developers Limited,235.80,231.25,231.70,239.00,231.35,236.15
594,595,ISFT,Intrasoft Technologies Limited,536.50,550.95,550.00,573.80,525.00,537.30
595,596,ISMTLTD,ISMT Limited,6.10,5.85,6.05,6.10,5.85,6.10
596,597,ISPATIND,Ispat Industries Limited,0,0,0,0,0,0
597,598,ITC,ITC Limited,272.80,274.85,272.40,275.00,268.75,272.30
598,599,ITDCEM,ITD Cementation India Limited,157.00,156.80,153.70,157.20,153.20,156.10
599,600,ITI,ITI Limited,94.40,93.35,94.50,97.20,93.30,94.60
600,601,IVC,IL&FS Investment Managers Limited,14.80,14.60,14.80,15.00,14.50,14.80
601,602,IVP,IVP Limited,186.00,192.35,194.05,194.05,181.05,186.00
602,603,IVRCLAH,IVRCL Assets & Holdings Limited,0,0,0,0,0,0
603,604,IVRCLINFRA,IVRCL Limited,2.00,1.95,1.95,2.00,1.90,2.00
604,605,J&KBANK,The Jammu & Kashmir Bank Limited,0,0,0,0,0,0
605,606,JAGRAN,Jagran Prakashan Limited,164.75,164.10,164.85,165.40,164.10,165.10
606,607,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,24.85,24.80,25.50,25.50,24.70,24.85
607,608,JAIBALAJI,Jai Balaji Industries Limited,9.00,8.80,8.75,9.10,8.65,8.80
608,609,JAICORPLTD,Jai Corp Limited,131.90,130.90,131.20,134.25,129.25,132.20
609,610,JAINSTUDIO,Jain Studios Limited,3.10,3.15,3.10,3.10,3.10,3.10
610,611,JAMNAAUTO,Jamna Auto Industries Limited,91.75,90.35,90.35,93.00,90.30,91.70
611,612,JAYAGROGN,Jayant Agro Organics Limited,247.00,240.75,243.80,252.00,236.00,246.95
612,613,JAYBARMARU,Jay Bharat Maruti Limited,457.95,453.45,454.75,460.00,450.25,458.50
613,614,JAYNECOIND,Jayaswal Neco Industries Limited,7.15,6.85,6.95,7.15,6.80,7.15
614,615,JAYSREETEA,Jayshree Tea & Industries Limited,88.00,87.40,87.35,89.80,87.20,88.25
615,616,JBCHEPHARM,JB Chemicals & Pharmaceuticals    Limited,299.00,294.75,294.75,301.60,289.10,293.25
616,617,JBFIND,JBF Industries Limited,89.65,87.05,89.90,91.40,83.60,90.05
617,618,JBMA,JBM Auto Limited,387.00,377.80,374.90,389.00,374.90,387.25
618,619,JCTEL,JCT Electronics Limited,0,0,0,0,0,0
619,620,JENSONICOL,Jenson & Nicholson (India) Limited,0,0,0,0,0,0
620,621,JETAIRWAYS,Jet Airways (India) Limited,407.00,391.70,391.70,409.35,383.60,405.00
621,622,JEYPORE,The Jeypore Sugar Company Limited,0,0,0,0,0,0
622,623,JHS,JHS Svendgaard Laboratories Limited,46.70,47.45,48.05,48.30,45.85,46.25
623,624,JIKIND,JIK Industries Limited,0,0,0,0,0,0
624,625,JINDALPHOT,Jindal Photo Limited,39.55,38.50,38.60,40.00,38.25,39.65
625,626,JINDALPOLY,Jindal Poly Films Limited,208.40,209.05,209.10,213.60,205.10,207.25
626,627,JINDALSAW,Jindal Saw Limited,104.00,103.35,103.00,106.75,102.70,103.80
627,628,JINDALSTEL,Jindal Steel & Power Limited,235.60,227.65,230.00,237.20,228.20,235.65
628,629,JINDALSWHL,Jindal South West Holdings Limited,0,0,0,0,0,0
629,630,JINDCOT,Jindal Cotex Limited,8.75,8.40,8.40,8.80,8.25,8.75
630,631,JINDRILL,Jindal Drilling And Industries Limited,143.75,151.25,148.90,151.00,143.20,144.35
631,632,JINDWORLD,Jindal Worldwide Limited,587.75,579.30,593.95,594.95,582.35,587.75
632,633,JISLJALEQS,Jain Irrigation Systems Limited,104.60,97.95,97.95,105.50,97.90,103.90
633,634,JKCEMENT,JK Cement Limited,934.00,940.60,940.55,945.00,931.40,938.35
